Category,Family Name,Crop,Crop Type,Variety,Planting Method,Harvest Stage,GH Sow Date,Days to 1st potting up,1st Potting up date,Days to 2nd Potting up,2nd Potting up date,Days to 3rd Potting up,3rd Potting up date,Days In Greenhouse,Field Sowing Planting Date,DTM,Harvest Window,First Harvest,Last Harvest,Planting Amount,Location,In-Row Spacing,In-Row Spacing Unit,Rows Per Bed,# Of Flats,Flat/pot type,Seeds per cell,Estimated loss,Total Transplants,Total Seed Needed,Average seed weight,Average seed weight unit,Total Weight Needed,Total Weight Needed Unit,Extra Seed %,Seed spec,1st Potting up flat/pot type,1st Potting up plants per cell/pot,1st Potting up # of flats/pots,2nd Potting up flat/pot type,2nd Potting up plants per cell/pot,2nd Potting up # of flats/pots,3rd Potting up flat/pot type,3rd Potting up plants per cell/pot,3rd Potting up # of flats/pots,Harvest Unit,Avg Yield Rate,Avg. Sales Price,Est. Yield,Est. Revenue,Est. Rev./unit,Growing Cycle,Rootstock,Harvest Season,First Fruiting Year,Between row spacing,Notes,Seeder,Front gear,Rear gear,Roller plate
Flowers,Poaceae,Ornamental Grasses,Ornamental Grasses,Frosted Explosion | ORN-FROEX,Greenhouse Sow,,04/30/2020,,,,,,,,05/31/2020,31,60,07/01/2020,08/30/2020,216 plants,"The Back Field,MCB,Block GRN,Beds 10",9.0,in,5,0.1,72 cell flats,2,5,70,14,38300,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,10.000 st/pl,$8.00/bn,"2,160.0 Stems","$1,728.00",$10.67/plant,Annual,,,,,foliage%br%foliage%br%foliage%br%foliage,,,,
Flowers,Poaceae,Ornamental Grasses,Ornamental Grasses,Bunny Tails | ORN-BUNTL,Greenhouse Sow,,04/30/2020,,,,,,,,05/31/2020,68,28,08/07/2020,09/04/2020,76 plants,"The Back Field,MCB,Block GRN,Beds 10",9.0,in,5,1.94,72 cell flats,2,5,140,279,38300,seeds/oz,0.01,oz,0.00,,,,,,,,,,,Stems,10.000 st/pl,$8.00/bn,760.0 Stems,$608.00,$10.67/plant,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Pumpkins,Medium,Pipsqueak PMR | PUM-PIPSQ,Direct Sow,,,,,,,,,,06/27/2020,100,28,10/05/2020,11/02/2020,44 plants,"The Back Field,PipSqueak Patch,No Block,Beds 1",33.0,in,3,0.0,,,,,44,3055,seeds/lb,0.01,lbs,0.00,,,,,,,,,,,Pounds,3.000 lb/row ft,$2.00/lb,363.0 Pounds,$726.00,$6.00/row ft.,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Pumpkins,Medium,Racer | PUM-RACER,Direct Sow,,,,,,,,,,06/27/2020,85,28,09/20/2020,10/18/2020,44 plants,"The Back Field,Racer Patch,No Block,Beds 1",33.0,in,3,0.0,,,,,44,3055,seeds/lb,0.01,lbs,0.00,,,,,,,,,,,Pounds,3.000 lb/row ft,$2.00/lb,363.0 Pounds,$726.00,$6.00/row ft.,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Pumpkins,Large,Howden | PUM-HOWDN,Direct Sow,,,,,,,,,,06/27/2020,115,28,10/20/2020,11/17/2020,24 plants,"The Back Field,Howden Patch,No Block,Beds 1",60.0,in,3,0.0,,,,,24,3055,seeds/lb,0.01,lbs,0.00,,,,,,,,,,,Pounds,3.000 lb/row ft,$2.00/lb,360.0 Pounds,$720.00,$6.00/row ft.,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Pumpkins,Specialty,Casper | PUM-CASPR,Direct Sow,,,,,,,,,,06/27/2020,77,28,09/12/2020,10/10/2020,48 plants,"The Back Field,Casper Patch,No Block,Beds 1",18.0,in,2,0.0,,,,,48,3055,seeds/lb,0.02,lbs,0.00,,,,,,,,,,,Pounds,3.000 lb/row ft,$2.00/lb,216.0 Pounds,$432.00,$6.00/row ft.,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Pumpkins,Medium,Flat Stacker | PUM-FLATS,Direct Sow,,,,,,,,,,06/27/2020,95,28,09/30/2020,10/28/2020,33 plants,"The Back Field,Flat Stacker Patch,No Block,Beds 1",42.0,in,3,0.0,,,,,33,3055,seeds/lb,0.01,lbs,0.00,,,,,,,,,,,Pounds,3.000 lb/row ft,$2.00/lb,346.5 Pounds,$693.00,$6.00/row ft.,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Pumpkins,Medium,Pipsqueak PMR | PUM-PIPSQ,Direct Sow,,,,,,,,,,06/28/2020,100,28,10/06/2020,11/03/2020,22 plants,"The Back Field,Leftover pumpkins and gourds,No Block,Beds 1",33.0,in,3,0.0,,,,,22,3055,seeds/lb,0.01,lbs,0.00,,,,,,,,,,,Pounds,3.000 lb/row ft,$2.00/lb,181.5 Pounds,$363.00,$6.00/row ft.,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Pumpkins,Medium,Racer | PUM-RACER,Direct Sow,,,,,,,,,,06/28/2020,85,28,09/21/2020,10/19/2020,18 plants,"The Back Field,Leftover pumpkins and gourds,No Block,Beds 1",33.0,in,3,0.0,,,,,18,3055,seeds/lb,0.01,lbs,0.00,,,,,,,,,,,Pounds,3.000 lb/row ft,$2.00/lb,148.5 Pounds,$297.00,$6.00/row ft.,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Pumpkins,Large,Howden | PUM-HOWDN,Direct Sow,,,,,,,,,,06/28/2020,115,28,10/21/2020,11/18/2020,11 plants,"The Back Field,Leftover pumpkins and gourds,No Block,Beds 1",60.0,in,3,0.0,,,,,11,3055,seeds/lb,0.00,lbs,0.00,,,,,,,,,,,Pounds,3.000 lb/row ft,$2.00/lb,165.0 Pounds,$330.00,$6.00/row ft.,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Pumpkins,Specialty,Casper | PUM-CASPR,Direct Sow,,,,,,,,,,06/28/2020,77,28,09/13/2020,10/11/2020,18 plants,"The Back Field,Leftover pumpkins and gourds,No Block,Beds 1",18.0,in,2,0.0,,,,,18,3055,seeds/lb,0.01,lbs,0.00,,,,,,,,,,,Pounds,3.000 lb/row ft,$2.00/lb,81.0 Pounds,$162.00,$6.00/row ft.,Annual,,,,,,,,,
Vegetables,Cucurbitaceae,Pumpkins,Medium,Flat Stacker | PUM-FLATS,Direct Sow,,,,,,,,,,06/28/2020,95,28,10/01/2020,10/29/2020,18 plants,"The Back Field,Leftover pumpkins and gourds,No Block,Beds 1",42.0,in,3,0.0,,,,,18,3055,seeds/lb,0.01,lbs,0.00,,,,,,,,,,,Pounds,3.000 lb/row ft,$2.00/lb,189.0 Pounds,$378.00,$6.00/row ft.,Annual,,,,,,,,,
Flowers,Ranunculaceae,Ranunculus,Ranunculus,Bridal Mix | RAN-BRIMX,Direct Sow,,,,,,,,,,04/19/2020,47,14,06/05/2020,06/19/2020,20 bed ft.,"The Back Field,MCB,Block FLR,Beds 1",8.0,in,5,0.0,,,,,150,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$12.00/bn,"1,200.0 Stems","$1,440.00",$14.40/plant,Annual,,,,,,,,,
Flowers,Ranunculaceae,Ranunculus,Ranunculus,Purple/White | RAN-PURWH,Direct Sow,,,,,,,,,,04/19/2020,47,14,06/05/2020,06/19/2020,15 bed ft.,"The Back Field,MCB,Block FLR,Beds 1",8.0,in,5,0.0,,,,,113,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$12.00/bn,900.0 Stems,"$1,080.00",$14.40/plant,Annual,,,,,,,,,
Flowers,Ranunculaceae,Ranunculus,Ranunculus,Violet | RAN-VIOLE,Direct Sow,,,,,,,,,,04/19/2020,47,14,06/05/2020,06/19/2020,5 bed ft.,"The Back Field,MCB,Block FLR,Beds 1",8.0,in,5,0.0,,,,,38,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$12.00/bn,300.0 Stems,$360.00,$14.40/plant,Annual,,,,,,,,,
Flowers,Ranunculaceae,Ranunculus,Ranunculus,Pink/ White | RAN-PINWI,Direct Sow,,,,,,,,,,04/19/2020,47,14,06/05/2020,06/19/2020,12 bed ft.,"The Back Field,MCB,Block FLR,Beds 1",8.0,in,5,0.0,,,,,90,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$12.00/bn,720.0 Stems,$864.00,$14.40/plant,Annual,,,,,,,,,
Flowers,Ranunculaceae,Ranunculus,Ranunculus,Romantic Mix | RAN-ROMMX,Direct Sow,,,,,,,,,,04/19/2020,47,14,06/05/2020,06/19/2020,10 bed ft.,"The Back Field,MCB,Block FLR,Beds 1",8.0,in,5,0.0,,,,,75,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$12.00/bn,600.0 Stems,$720.00,$14.40/plant,Annual,,,,,,,,,
Flowers,Ranunculaceae,Ranunculus,Ranunculus,White | RAN-WHITE,Direct Sow,,,,,,,,,,04/19/2020,47,14,06/05/2020,06/19/2020,10 bed ft.,"The Back Field,MCB,Block FLR,Beds 1",8.0,in,5,0.0,,,,,75,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$12.00/bn,600.0 Stems,$720.00,$14.40/plant,Annual,,,,,,,,,
Flowers,Ranunculaceae,Ranunculus,Ranunculus,Red | RAN-REDXX,Direct Sow,,,,,,,,,,04/19/2020,47,14,06/05/2020,06/19/2020,8 bed ft.,"The Back Field,MCB,Block FLR,Beds 1",8.0,in,5,0.0,,,,,60,0,,0.00,,0.00,,,,,,,,,,,Stems,8.000 st/pl,$12.00/bn,480.0 Stems,$576.00,$14.40/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Rudbeckia (Black-Eyed Susan),Rudbeckia (Black-Eyed Susan),Cherry Brandy | RUD-CHEBR,Greenhouse Sow,,02/15/2020,,,,,,,,05/03/2020,64,59,07/06/2020,09/03/2020,33 plants,"The Back Field,MCB,Block FLR,Beds 2",9.0,in,5,0.5,72 cell flats,1,6,35.3,36,53200,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,30.000 st/row ft,$7.00/bn,742.5 Stems,$519.75,$20.96/row ft.,Annual,,,,,,,,,
Flowers,Asteraceae,Rudbeckia (Black-Eyed Susan),Rudbeckia (Black-Eyed Susan),Chim Chiminee Mix | RUD-CHIMX,Greenhouse Sow,,02/15/2020,,,,,,,,05/03/2020,64,59,07/06/2020,09/03/2020,36 plants,"The Back Field,MCB,Block FLR,Beds 2",9.0,in,5,0.5,72 cell flats,1,5,35,36,53200,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,30.000 st/row ft,$7.00/bn,810.0 Stems,$567.00,$21.00/row ft.,Annual,,,,,,,,,
Flowers,Asteraceae,Rudbeckia (Black-Eyed Susan),Rudbeckia (Black-Eyed Susan),Denver Daisy | RUD-DENDA,Greenhouse Sow,,02/15/2020,,,,,,,,05/03/2020,50,58,06/22/2020,08/19/2020,57 plants,"The Back Field,MCB,Block FLR,Beds 2",9.0,in,5,0.5,72 cell flats,1,5,35,36,53200,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,30.000 st/row ft,$7.00/bn,"1,282.5 Stems",$897.75,$20.98/row ft.,Annual,,,,,,,,,
Flowers,Asteraceae,Rudbeckia (Black-Eyed Susan),Rudbeckia (Black-Eyed Susan),Praire Sun | RUD-PRASN,Greenhouse Sow,,02/15/2020,,,,,,,,05/03/2020,58,58,06/30/2020,08/27/2020,49 plants,"The Back Field,MCB,Block FLR,Beds 2",9.0,in,5,0.5,72 cell flats,1,5,35,36,53200,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,30.000 st/row ft,$7.00/bn,"1,102.5 Stems",$771.75,$20.97/row ft.,Annual,,,,,,,,,
Flowers,Asteraceae,Rudbeckia (Black-Eyed Susan),Rudbeckia (Black-Eyed Susan),Sahara | RUD-SAHAR,Greenhouse Sow,,02/15/2020,,,,,,,,05/03/2020,64,59,07/06/2020,09/03/2020,48 plants,"The Back Field,MCB,Block FLR,Beds 2",9.0,in,5,1.0,72 cell flats,1,5,70,72,53200,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,30.000 st/pl,$7.00/bn,"1,440.0 Stems","$1,008.00",$28.00/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Rudbeckia (Black-Eyed Susan),Rudbeckia (Black-Eyed Susan),Macau | RUD-MACAU,Greenhouse Sow,,02/15/2020,,,,,,,,05/03/2020,64,58,07/06/2020,09/02/2020,3 plants,"The Back Field,MCB,Block FLR,Beds 2",9.0,in,5,0.6,72 cell flats,1,5,42,43,53200,seeds/oz,0.00,oz,0.00,,,,,,,,,,,Stems,0.000 /row ft,$0.00/st,0.0 ,$0.00,$0.00/row ft.,Annual,,,,,,,,,
Flowers,Dipsacaceae,Scabiosa (Pincushion Flower),Annual,Fata Morgana | SCA-FATAM,Greenhouse Sow,,03/22/2020,,,,,,,,05/13/2020,72,56,07/24/2020,09/18/2020,39 plants,"The Back Field,MCB,Block FLR,Beds 7",9.0,in,5,0.97,72 cell flats,2,5,70,140,4300,seeds/oz,0.03,oz,0.00,,,,,,,,,,,Stems,10.000 st/pl,$7.00/bn,390.0 Stems,$273.00,$9.35/plant,Annual,,,,,,,,,
Flowers,Dipsacaceae,Scabiosa (Pincushion Flower),Annual,Snowmaiden | SCA-SNOWM,Greenhouse Sow,,03/22/2020,,,,,,,,05/13/2020,72,56,07/24/2020,09/18/2020,60 plants,"The Back Field,MCB,Block FLR,Beds 7",9.0,in,5,0.97,72 cell flats,2,5,70,140,4300,seeds/oz,0.03,oz,0.00,,,,,,,,,,,Stems,10.000 st/pl,$7.00/bn,600.0 Stems,$420.00,$9.33/plant,Annual,,,,,,,,,
Flowers,Brassicaceae,Stock,Stock,Avalanche Supreme | STO-AVASU,Greenhouse Sow,,03/14/2020,,,,,,,,05/13/2020,78,56,07/30/2020,09/24/2020,63 plants,"The Back Field,MCB,Block FLR,Beds 7",9.0,in,5,0.97,72 cell flats,2,5,70,140,16855,seeds/oz,0.01,oz,0.00,,,,,,,,,,,Stems,4.000 st/pl,$9.50/bn,252.0 Stems,$239.40,$5.07/plant,Annual,,,,,,,,,
Flowers,Brassicaceae,Stock,Stock,Katz Formula Mix | STO-KATMX,Greenhouse Sow,,03/14/2020,,,,,,,,05/13/2020,78,56,07/30/2020,09/24/2020,63 plants,"The Back Field,MCB,Block FLR,Beds 7",9.0,in,5,0.97,72 cell flats,2,5,70,140,16855,seeds/oz,0.01,oz,0.00,,,,,,,,,,,Stems,4.000 st/pl,$9.50/bn,252.0 Stems,$239.40,$5.07/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Sunflower,Single Stem,Autumn Beauty Mix | SUN-AUTBX,Direct Sow,Full-Size,,,,,,,,,05/16/2020,75,56,07/30/2020,09/24/2020,200 bed ft.,"The Back Field,Sunflower Fields,No Block,Beds 1",21.0,in,11,0.0,,,,,1257,15860,seeds/oz,0.08,oz,0.00,,,,,,,,,,,Stems,1.000 st/pl,$3.00/st,"1,257.1 Stems","$3,771.42",$1.71/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Sunflower,Single Stem,Autumn Beauty Mix | SUN-AUTBX,Direct Sow,Full-Size,,,,,,,,,06/06/2020,75,56,08/20/2020,10/15/2020,200 bed ft.,"The Back Field,Sunflower Fields,No Block,Beds 2",21.0,in,11,0.0,,,,,1257,15860,seeds/oz,0.08,oz,0.00,,,,,,,,,,,Stems,1.000 st/pl,$3.00/st,"1,257.1 Stems","$3,771.42",$1.71/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Sunflower,Single Stem,Autumn Beauty Mix | SUN-AUTBX,Direct Sow,Full-Size,,,,,,,,,06/15/2020,75,56,08/29/2020,10/24/2020,200 bed ft.,"The Back Field,Sunflower Fields,No Block,Beds 3",21.0,in,11,0.0,,,,,1257,15860,seeds/oz,0.08,oz,0.00,,,,,,,,,,,Stems,1.000 st/pl,$3.00/st,"1,257.1 Stems","$3,771.42",$1.71/plant,Annual,,,,,,,,,
Flowers,Talinaceae,Talinum (fame flower),Talinum (fame flower),Jewels of Opar | TAL-JEWOO,Greenhouse Sow,,02/17/2020,,,,,,,,05/06/2020,100,90,08/14/2020,11/12/2020,212 plants,"The Back Field,MCB,Block GRN,Beds 8",12.0,in,4,1.75,72 cell flats,2,5,126,252,0,,0.00,,0.00,,,,,,,,,,,Stems,10.000 st/pl,$8.00/bn,"2,120.0 Stems","$1,696.00",$8.00/plant,Annual,,,,,filler,,,,
Flowers,Asteraceae,Zinnias,Zinnias,Lilliput Salmon | ZIN-LILSA,Greenhouse Sow,,03/30/2020,,,,,,,,05/17/2020,62,63,07/18/2020,09/19/2020,107 plants,"The Back Field,MCB,Block FLR,Beds 6",9.0,in,5,0.97,72 cell flats,2,5,70,140,3200,seeds/oz,0.04,oz,0.00,,,,,,,,,,,Stems,9.000 st/pl,$7.00/bn,963.0 Stems,$674.10,$8.41/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Zinnias,Zinnias,Senora | ZIN-SENOR,Greenhouse Sow,,03/30/2020,,,,,,,,05/17/2020,62,63,07/18/2020,09/19/2020,127 plants,"The Back Field,MCB,Block FLR,Beds 6",9.0,in,5,0.97,72 cell flats,2,5,70,140,3200,seeds/oz,0.04,oz,0.00,,,,,,,,,,,Stems,9.000 st/pl,$7.00/bn,"1,143.0 Stems",$800.10,$8.40/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Zinnias,Zinnias,Mystery | ZIN-MYSTY,Greenhouse Sow,,03/30/2020,,,,,,,,05/17/2020,62,63,07/18/2020,09/19/2020,122 plants,"The Back Field,MCB,Block FLR,Beds 6",9.0,in,5,1.78,72 cell flats,2,5,128.1,256,3200,seeds/oz,0.08,oz,0.00,,,,,,,,,,,Stems,9.000 st/pl,$7.00/bn,"1,098.0 Stems",$768.60,$8.40/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Zinnias,Zinnias,Lilliput Mix | ZIN-LILMX,Greenhouse Sow,,03/31/2020,,,,,,,,05/23/2020,62,63,07/24/2020,09/25/2020,240 plants,"The Back Field,MCB,Block FLR,Beds 7",9.0,in,5,0.97,72 cell flats,2,5,70,140,3200,seeds/oz,0.04,oz,0.00,,,,,,,,,,,Stems,9.000 st/pl,$7.00/bn,"2,160.0 Stems","$1,512.00",$8.40/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Zinnias,Zinnias,Giant Salmon Rose | ZIN-GIASR,Greenhouse Sow,,04/14/2020,,,,,,,,05/17/2020,62,63,07/18/2020,09/19/2020,115 plants,"The Back Field,MCB,Block FLR,Beds 6",9.0,in,5,0.97,72 cell flats,2,5,70,140,3200,seeds/oz,0.04,oz,0.00,,,,,,,,,,,Stems,10.000 st/pl,$8.00/bn,"1,150.0 Stems",$920.00,$10.67/plant,Annual,,,,,,,,,
Flowers,Asteraceae,Zinnias,Zinnias,Queen Lime Blush | ZIN-QUELB,Greenhouse Sow,,05/20/2020,,,,,,,,06/06/2020,62,63,08/07/2020,10/09/2020,533 plants,"The Back Field,MCB,Block FLR,Beds 4",9.0,in,5,0.97,72 cell flats,2,5,70,140,3200,seeds/oz,0.04,oz,0.00,,,,,,,,,,,Stems,8.000 st/pl,$7.00/bn,"4,264.0 Stems","$2,984.80",$7.47/plant,Annual,,,,,,,,,
